name,address,type
__updatetmbcinfo,0x4b01fa,function
FUN_004b0260,0x4b0260,function
FUN_004b0269,0x4b0269,function
_setmbcp,0x4b03ff,function
FUN_004b0546,0x4b0546,function
__initmbctable,0x4b054f,function
ValidateRead,0x4b056d,function
ValidateRead,0x4b0589,function
ValidateExecute,0x4b05a5,function
abort,0x4b05bd,function
FID_conflict:__getenv_lk,0x4b05d5,function
__crtLCMapStringA,0x4b0656,function
_security_init_cookie,0x4b0a12,function
FUN_004b0a68,0x4b0a68,function
_filbuf,0x4b0bb2,function
FID_conflict:_ungetc,0x4b0c93,function
__mbtowc_mt,0x4b0cff,function
mbtowc,0x4b0dbf,function
__crtMessageBoxA,0x4b0dea,function
FUN_004b0ee3,0x4b0ee3,function
FUN_004b0f14,0x4b0f14,function
FUN_004b0f25,0x4b0f25,function
__addl,0x4b0f38,function
__add_12,0x4b0f59,function
__shl_12,0x4b0fb7,function
__shr_12,0x4b0fe5,function
FUN_004b1012,0x4b1012,function
FUN_004b10f6,0x4b10f6,function
FUN_004b1530,0x4b1530,function
siglookup,0x4b17c4,function
raise,0x4b17f2,function
FUN_004b192d,0x4b192d,function
FUN_004b196b,0x4b196b,function
_get_osfhandle,0x4b19ea,function
FUN_004b1a2b,0x4b1a2b,function
FUN_004b1a9e,0x4b1a9e,function
_lseeki64_lk,0x4b1ac0,function
FUN_004b1bde,0x4b1bde,function
FUN_004b1c3b,0x4b1c3b,function
FUN_004b1d47,0x4b1d47,function
FUN_004b1d90,0x4b1d90,function
_stricmp,0x4b1f5f,function
_mbsnbicoll,0x4b1fc8,function
FUN_004b2016,0x4b2016,function
FUN_004b2081,0x4b2081,function
_read,0x4b224e,function
FUN_004b22d5,0x4b22d5,function
FUN_004b22f9,0x4b22f9,function
FUN_004b2531,0x4b2531,function
FUN_004b25bd,0x4b25bd,function
FUN_004b265a,0x4b265a,function
FUN_004b26fa,0x4b26fa,function
__ascii_strnicmp,0x4b2720,function
strncnt,0x4b2781,function
FUN_004b279d,0x4b279d,function
findenv,0x4b2b27,function
copy_environ,0x4b2b74,function
FUN_004b2bd5,0x4b2bd5,function
FUN_004b2d8a,0x4b2d8a,function
FUN_004b2e0d,0x4b2e0d,function
FUN_004b2e84,0x4b2e84,function
FUN_004b2ea8,0x4b2ea8,function
_strdup,0x4b2ed3,function
_mbschr,0x4b2efe,function
KERNEL32.DLL::RtlUnwind,0x4b2f80,function
Unwind@004b2f90,0x4b2f90,function
Unwind@004b2fa5,0x4b2fa5,function
Unwind@004b2fc0,0x4b2fc0,function
Unwind@004b2fe0,0x4b2fe0,function
Unwind@004b2fe8,0x4b2fe8,function
Unwind@004b2ff3,0x4b2ff3,function
Unwind@004b3010,0x4b3010,function
Unwind@004b3025,0x4b3025,function
Unwind@004b3040,0x4b3040,function
Unwind@004b3060,0x4b3060,function
Unwind@004b3068,0x4b3068,function
Unwind@004b3080,0x4b3080,function
Unwind@004b308d,0x4b308d,function
Unwind@004b30a4,0x4b30a4,function
Unwind@004b30bc,0x4b30bc,function
Unwind@004b30d0,0x4b30d0,function
Unwind@004b30e5,0x4b30e5,function
Unwind@004b3100,0x4b3100,function
Unwind@004b3120,0x4b3120,function
Unwind@004b3135,0x4b3135,function
Unwind@004b3149,0x4b3149,function
Unwind@004b3160,0x4b3160,function
Unwind@004b316b,0x4b316b,function
Unwind@004b3180,0x4b3180,function
Unwind@004b318b,0x4b318b,function
Unwind@004b31a0,0x4b31a0,function
Unwind@004b31c0,0x4b31c0,function
Unwind@004b31e0,0x4b31e0,function
Unwind@004b31f5,0x4b31f5,function
Unwind@004b3214,0x4b3214,function
Unwind@004b321e,0x4b321e,function
Unwind@004b3228,0x4b3228,function
Unwind@004b323c,0x4b323c,function
Unwind@004b3250,0x4b3250,function
Unwind@004b325a,0x4b325a,function
Unwind@004b326e,0x4b326e,function
Unwind@004b3278,0x4b3278,function
Unwind@004b328c,0x4b328c,function
Unwind@004b3296,0x4b3296,function
Unwind@004b32a0,0x4b32a0,function
Unwind@004b32b4,0x4b32b4,function
Unwind@004b32be,0x4b32be,function
Unwind@004b32c8,0x4b32c8,function
Unwind@004b32dc,0x4b32dc,function
Unwind@004b32e6,0x4b32e6,function
Unwind@004b32fa,0x4b32fa,function
Unwind@004b3304,0x4b3304,function
Unwind@004b3318,0x4b3318,function
Unwind@004b3322,0x4b3322,function
Unwind@004b332c,0x4b332c,function
Unwind@004b3340,0x4b3340,function
Unwind@004b3352,0x4b3352,function
Unwind@004b3366,0x4b3366,function
Unwind@004b337a,0x4b337a,function
Unwind@004b3382,0x4b3382,function
Unwind@004b3396,0x4b3396,function
Unwind@004b33aa,0x4b33aa,function
Unwind@004b33bc,0x4b33bc,function
Unwind@004b33c6,0x4b33c6,function
Unwind@004b33d0,0x4b33d0,function
Unwind@004b33da,0x4b33da,function
Unwind@004b33e4,0x4b33e4,function
Unwind@004b33ee,0x4b33ee,function
Unwind@004b33f8,0x4b33f8,function
Unwind@004b3402,0x4b3402,function
Unwind@004b340c,0x4b340c,function
Unwind@004b3416,0x4b3416,function
Unwind@004b3420,0x4b3420,function
Unwind@004b342a,0x4b342a,function
Unwind@004b3434,0x4b3434,function
Unwind@004b343e,0x4b343e,function
Unwind@004b3448,0x4b3448,function
Unwind@004b3452,0x4b3452,function
Unwind@004b345c,0x4b345c,function
Unwind@004b3466,0x4b3466,function
Unwind@004b3470,0x4b3470,function
Unwind@004b347a,0x4b347a,function
Unwind@004b3484,0x4b3484,function
Unwind@004b348e,0x4b348e,function
Unwind@004b3498,0x4b3498,function
Unwind@004b34a2,0x4b34a2,function
Unwind@004b34ac,0x4b34ac,function
Unwind@004b34b6,0x4b34b6,function
Unwind@004b34c0,0x4b34c0,function
Unwind@004b34ca,0x4b34ca,function
Unwind@004b34d4,0x4b34d4,function
Unwind@004b34de,0x4b34de,function
Unwind@004b34e8,0x4b34e8,function
Unwind@004b34f2,0x4b34f2,function
Unwind@004b34fc,0x4b34fc,function
Unwind@004b3506,0x4b3506,function
Unwind@004b3510,0x4b3510,function
Unwind@004b351a,0x4b351a,function
Unwind@004b3524,0x4b3524,function
INIT_ASCII_MANAGER,0x4b3540,function
INIT_ASCII_MANAGER_CALC_CHAIN,0x4b3550,function
INIT_CHAIN_ELEM_004cce00,0x4b3570,function
INIT_CHAIN_ELEM_004e3ff0,0x4b3590,function
INIT_BACKGROUND,0x4b35b0,function
INIT_BACKGROUND_CALC_CHAIN,0x4b35c0,function
INIT_BACKGROUND_HIGH_PRIO_DRAW_CHAIN,0x4b35e0,function
INIT_BACKGROUND_LOW_PRIO_DRAW_CHAIN,0x4b3600,function
INIT_SPELLCARD,0x4b3620,function
INIT_CHAIN_ELEM_004ece40,0x4b3630,function
FUN_004b3650,0x4b3650,function
INIT_EFFECT_MANAGER,0x4b3660,function
INIT_CHAIN_ELEM_00577ebc,0x4b3670,function
INIT_CHAIN_ELEM_00577edc,0x4b3690,function
INIT_CHAIN_ELEM_00f54e30,0x4b36b0,function
INIT_CHAIN_ELEM_00577f00,0x4b36d0,function
INIT_CHAIN_ELEM_00f54e50,0x4b36f0,function
INIT_ENEMY_MANAGER,0x4b3710,function
INIT_CHAIN_ELEM_0160f408,0x4b3720,function
INIT_CHAIN_ELEM_00f54e70,0x4b3740,function
INIT_BULLET_MANAGER,0x4b3760,function
INIT_CHAIN_ELEM_0160f4e4,0x4b376f,function
INIT_CHAIN_ELEM_0160f4c4,0x4b3789,function
INIT_GAME_MANAGER,0x4b37a3,function
INIT_CHAIN_ELEM_0164d344,0x4b37b2,function
INIT_CHAIN_ELEM_0164d364,0x4b37cc,function
INIT_CHAIN,0x4b37f0,function
INIT_ZUN_MEMORY,0x4b3810,function
INIT_PBG_ARCHIVE,0x4b3830,function
INIT_GAME_ERROR_CONTEXT,0x4b3850,function
INIT_ITEM_MANAGER,0x4b3870,function
INIT_CHAIN_ELEM_017ce6dc,0x4b3880,function
INIT_CHAIN_ELEM_01653628,0x4b38a0,function
INIT_GAME_WINDOW,0x4b38c0,function
INIT_SUPERVISOR,0x4b38cf,function
INIT_SOME_ANM_VM_ARRAY,0x4b38de,function
INIT_PLAYER,0x4b3920,function
INIT_SCREEN_EFFECT,0x4b3930,function
FUN_004b3940,0x4b3940,function
FUN_004b3950,0x4b3950,function
FUN_004b3970,0x4b3970,function
FUN_004b3990,0x4b3990,function
FUN_004b39b0,0x4b39b0,function
FUN_004b39e0,0x4b39e0,function
FUN_004b39f0,0x4b39f0,function
FUN_004b3a00,0x4b3a00,function
FUN_004b3a10,0x4b3a10,function
FUN_004b3a20,0x4b3a20,function
FUN_004b3a30,0x4b3a30,function
FUN_004b3a40,0x4b3a40,function
FUN_004b3a50,0x4b3a50,function
FUN_004b3a60,0x4b3a60,function
FUN_004b3a70,0x4b3a70,function
FUN_004b3a80,0x4b3a80,function
FUN_004b3a90,0x4b3a90,function
FUN_004b3aa0,0x4b3aa0,function
FUN_004b3ab0,0x4b3ab0,function
FUN_004b3abf,0x4b3abf,function
FUN_004b3ace,0x4b3ace,function
FUN_004b3add,0x4b3add,function
FUN_004b3aec,0x4b3aec,function
FUN_004b3b00,0x4b3b00,function
FUN_004b3b10,0x4b3b10,function
DESTROY_PBG_ARCHIVE,0x4b3b20,function
DESTROY_GAME_ERROR_CONTEXT,0x4b3b30,function
FUN_004b3b40,0x4b3b40,function
FUN_004b3b50,0x4b3b50,function
FUN_004b3b60,0x4b3b60,function
th08::MidiTimer::`vftable',0x4b6550,vtable
th08::MidiOutput::`vftable',0x4b6554,vtable
th08::DummyMidiTimer::`vftable',0x4b677c,vtable
th08::g_TextureFormatD3D8Mapping,0x4b8480,global
th08::g_TextureFormatBytesPerPixel,0x4b8498,global
th08::CSound::`vftable',0x4b96bc,vtable
th08::CStreamingSound::`vftable',0x4b96c0,vtable
th08::CPbgFile::`vftable',0x4b98b4,vtable
th08::IPbgFile::`vftable',0x4b98d8,vtable
th08::g_PbgFileSeekModes,0x4b98f8,global
IID_IDirectSoundNotify,0x4bd610,global
IID_IDirectInput8A,0x4bd6c0,global
IID_IShellLinkA,0x4bd6d0,global
CLSID_ShellLink,0x4bd6e0,global
IPersistFile,0x4bd6f0,global
th08::g_EclExInsn,0x4c6cb0,global
th08::g_StageAnmFiles,0x4c72f8,global
th08::g_StageStdFiles,0x4c731c,global
g_StageEnemyAnms,0x4c7364,global
th08::g_ControllerMapping,0x4c78c8,global
th08::g_DecryptParams,0x4c78e0,global
th08::g_CryptSignature,0x4c7940,global
th08::g_FormatInfoArray,0x4c7948,global
th08::g_PowerUpThresholds,0x4c7a6c,global
th08::g_PointItemExtendThresholds,0x4c7a84,global
th08::g_ExPointItemExtendThresholds,0x4c7a9c,global
th08::g_PlayerAnmFilenames,0x4c7cb0,global
th08::g_Player1ShtFiles,0x4c7ce0,global
th08::g_Player2ShtFile,0x4c7d10,global
th08::g_AlphabetList,0x4c7f48,global
th08::g_CharacterList,0x4c7f4c,global
th08::g_ResultsStageList,0x4c7fac,global
th08::g_ResultsDifficultyList,0x4c7fd4,global
th08::g_SpellcardsWeightList,0x4c7fe8,global
th08::g_RightAlignedDifficultyList,0x4c7ffc,global
th08::g_SoundBufferIdxVol,0x4c8040,global
th08::g_SFXList,0x4c81b0,global
th08::g_PbgFileOpenModes,0x4c8704,global
FLOAT_0.5_004c9fd0,0x4c9fd0,global
FLOAT_3.0_004c9fe0,0x4c9fe0,global
th08::g_AsciiManagerDrawChainLowPrio,0x4cce00,global
th08::g_AsciiManager,0x4cce20,global
th08::g_AsciiManagerCalcChain,0x4e3fd0,global
th08::g_AsciiManagerDrawChainHighPrio,0x4e3ff0,global
th08::g_BackgroundDrawChainHighPrio,0x4e4010,global
th08::g_Background,0x4e4030,global
th08::g_BackgroundDrawChainLowPrio,0x4ea630,global
th08::g_BackgroundCalcChain,0x4ea650,global
th08::g_SpellcardCalcChain,0x4eccac,global
th08::g_SpellcardDrawChain,0x4eccb0,global
th08::g_EffectManager,0x4ece60,global
th08::g_EffectManagerCalcChain,0x577ebc,global
th08::g_EffectManagerDrawChain,0x577edc,global
th08::g_EnemyManagerDrawChainHighPrio,0x577f00,global
th08::g_EnemyManager,0x577f20,global
th08::g_EnemyManagerCalcChain,0xf54e30,global
th08::g_EnemyManagerDrawChainLowPrio,0xf54e50,global
th08::g_BulletManagerDrawChain,0xf54e70,global
th08::g_BulletManager,0xf54e90,global
th08::g_BulletManagerCalcChain,0x160f408,global
th08::g_Gui,0x160f428,global
th08::g_GuiDrawChain,0x160f4c4,global
th08::g_GuiCalcChain,0x160f4e4,global
th08::g_GameManager,0x160f508,global
th08::g_GameManagerCalcChain,0x164d344,global
th08::g_GameManagerDrawChain,0x164d364,global
th08::g_JoystickCaps,0x164d388,global
th08::g_FocusButtonConflictState,0x164d51c,global
th08::g_Rng,0x164d520,global
th08::g_CurFrameInput,0x164d528,global
th08::g_LastFrameInput,0x164d530,global
th08::g_IsEighthFrameOfHeldInput,0x164d538,global
th08::g_NumOfFramesInputsWereHeld,0x164d53c,global
th08::g_GameErrorContext,0x164d540,global
th08::g_Chain,0x164f548,global
th08::g_PbgArchive,0x164f588,global
th08::g_ZunMemory,0x164f598,global
th08::g_ControllerData,0x16535a0,global
th08::g_TextBufferSurface,0x1653620,global
th08::g_ItemManager,0x1653648,global
th08::g_ExclusiveMutex,0x17ce6fc,global
th08::g_GameWindow,0x17ce700,global
th08::g_Supervisor,0x17ce758,global
th08::g_SupervisorLoadingVms,0x17ceac0,global
th08::g_MusicRoom,0x17cf4c8,global
th08::g_PlayerCalcChain,0x18b8a08,global
th08::g_PlayerDrawChainHighPrio,0x18b8a0c,global
th08::g_PlayerDrawChainLowPrio,0x18b8a10,global
th08::g_ReplayManager,0x18b8a28,global
th08::g_SoundPlayer,0x18b8a68,global
th08::g_AnmManager,0x18bdc90,global
th08::g_QuadVertices,0x18bdc98,global
g_BackgroundQuadVertices,0x18bdd68,global
th08::g_Title,0x18bde08,global
th08::Lzss::m_Tree,0x18bdf58,global
th08::Lzss::m_Dict,0x18d5f68,global
FLOAT_near_0_018da00c,0x18da00c,global
FLOAT_0.5_018da010,0x18da010,global
FLOAT_3.0_018da014,0x18da014,global
FLOAT_near_0_018da220,0x18da220,global
FLOAT_0.5_018da220,0x18da224,global
FLOAT_3.0_018da228,0x18da228,global
FLOAT_near_0_018da22c,0x18da22c,global
FLOAT_0.5_018da230,0x18da230,global
FLOAT_3.0_018da234,0x18da234,global
